35752	0.0047	0.0094	0.0599	0.3374	0.5640	3.8483
35768	-0.0091	0.0226	0.0529	-0.0554	0.4079	3.8584
35784	0.0053	-0.0096	0.0585	0.2081	0.3558	4.0709
35796	-0.0125	0.0332	0.0809	1.0339	0.4163	3.8786
35808	-0.0015	0.0238	0.0617	-0.1678	-0.4633	3.7354
35820	0.0103	-0.0072	0.0482	-0.0403	0.5304	3.8338
35832	-0.0102	0.0214	0.0586	0.5774	0.6110	3.8696
35844	-0.0080	0.0122	0.0679	0.1007	0.0000	3.7578
35856	-0.0059	0.0129	0.0664	0.5035	0.4834	3.6325
35868	-0.0060	0.0276	0.0615	0.1343	-0.2014	3.7891
35880	0.0125	-0.0052	0.0511	-0.0940	0.1007	3.7085
35892	-0.0066	0.0208	0.0618	0.7385	0.9735	3.6459
35904	-0.0181	0.0222	0.0654	-0.4230	0.1813	3.7309
35916	0.0023	-0.0096	0.0656	0.1880	-0.3223	3.8293
35928	-0.0041	0.0358	0.0636	0.7922	0.5505	3.8025
35940	0.0006	0.0160	0.0527	-0.6311	0.1343	3.7712
35952	0.0083	-0.0206	0.0517	0.5035	0.7184	3.8338
35964	-0.0220	0.0338	0.0673	1.3092	0.9668	3.9009
35976	-0.0115	0.0185	0.0682	-0.2820	-0.3894	3.9993
35988	0.0109	-0.0002	0.0668	0.0470	-0.1611	3.7801
36000	0.0010	0.0194	0.0515	0.1343	0.7788	3.8025
36012	0.0033	-0.0096	0.0441	0.1074	0.3558	3.8830
36024	-0.0146	0.0168	0.0774	1.3092	0.7788	3.8249
36036	-0.0229	0.0320	0.0744	-0.0940	-0.3021	3.9278
36048	0.0147	-0.0151	0.0505	-0.3223	-0.9668	3.9501
36060	0.0120	0.0106	0.0537	0.9198	0.5975	4.0709
36072	-0.0101	0.0150	0.0594	0.0873	0.9131	4.0127
36084	-0.0085	-0.0028	0.0678	0.5841	0.0873	3.9143
36096	-0.0207	0.0306	0.0721	0.4968	0.5640	3.8204
36108	0.0031	-0.0036	0.0513	-0.3894	-0.8929	3.7220
36120	0.0217	-0.0084	0.0604	0.8862	0.0806	3.7980
36132	-0.0140	0.0369	0.0619	0.4901	1.7523	3.9322
36144	-0.0115	-0.0040	0.0572	-0.4767	-0.0403	3.8607
36156	-0.0029	-0.0007	0.0747	0.7385	0.1208	3.9188
36168	-0.0159	0.0279	0.0619	0.1343	0.4633	3.8517
36180	0.0118	-0.0148	0.0453	-0.3290	-0.8661	4.0575
36192	0.0062	0.0094	0.0656	1.0071	0.7922	3.9770
36204	-0.0197	0.0245	0.0674	-0.1410	0.8728	3.8920
36216	-0.0004	-0.0136	0.0676	-0.0134	-0.5774	3.7846
36228	-0.0089	0.0190	0.0584	0.6177	0.6915	3.7309
36240	-0.0060	0.0072	0.0483	-0.3491	-0.2686	3.8249
36252	0.0167	-0.0180	0.0616	0.5707	0.0000	3.9814
36264	-0.0150	0.0287	0.0699	0.4565	1.7926	3.8741
36276	-0.0163	0.0085	0.0659	-0.3357	-0.1477	3.6504
36288	0.0120	-0.0143	0.0596	0.3625	-0.4498	3.8696
36300	-0.0088	0.0207	0.0548	0.2887	0.9601	3.7801
36312	-0.0016	-0.0072	0.0596	-0.3021	-0.4633	3.8249
36324	0.0036	-0.0028	0.0677	0.6714	0.9332	4.0262
36336	-0.0207	0.0285	0.0649	0.1544	0.9668	3.9009
36348	0.0015	-0.0096	0.0627	-0.1880	-0.5035	3.9099
36360	0.0057	-0.0025	0.0546	0.5908	0.5640	3.7936
36372	-0.0114	0.0123	0.0556	0.0201	0.3558	3.9635
36384	0.0037	-0.0081	0.0715	0.3961	-0.3827	4.0396
36396	-0.0121	0.0258	0.0704	0.5170	1.2488	4.0127
36408	-0.0108	0.0060	0.0496	-0.7184	-0.1276	3.9278
