c	2237	-5.167	2.766
i	41740	-5.116	2.753
i	41752	-5.066	2.743
i	41764	-5.016	2.731
i	41776	-4.966	2.722
i	41788	-4.919	2.709
i	41800	-4.871	2.701
i	41812	-4.820	2.691
i	41824	-4.772	2.681
i	41836	-4.724	2.670
i	41848	-4.677	2.661
i	41860	-4.626	2.650
i	41872	-4.577	2.636
i	41884	-4.527	2.625
i	41896	-4.477	2.612
i	41908	-4.428	2.601
i	41920	-4.379	2.590
i	41932	-4.330	2.581
i	41944	-4.279	2.572
i	41956	-4.227	2.562
i	41968	-4.177	2.554
i	41980	-4.128	2.541
i	41992	-4.079	2.531
i	42004	-4.029	2.525
i	42016	-3.978	2.518
i	42028	-3.931	2.510
i	42040	-3.884	2.500
i	42052	-3.835	2.489
i	42064	-3.786	2.481
i	42076	-3.736	2.469
i	42088	-3.689	2.459
i	42100	-3.640	2.451
i	42112	-3.588	2.443
i	42124	-3.535	2.434
i	42136	-3.487	2.425
i	42148	-3.436	2.415
i	42160	-3.384	2.405
i	42172	-3.332	2.396
i	42184	-3.280	2.388
i	42196	-3.229	2.382
i	42208	-3.178	2.376
i	42220	-3.128	2.364
i	42232	-3.079	2.358
i	42244	-3.029	2.352
i	42256	-2.977	2.346
i	42268	-2.927	2.338
i	42280	-2.874	2.331
i	42292	-2.824	2.326
i	42304	-2.773	2.321
i	42316	-2.724	2.312
i	42328	-2.675	2.304
i	42340	-2.627	2.294
i	42352	-2.576	2.287
i	42364	-2.527	2.283
i	42376	-2.476	2.277
i	42388	-2.428	2.271
i	42400	-2.381	2.262
i	42412	-2.329	2.257
i	42424	-2.276	2.252
i	42436	-2.223	2.246
i	42448	-2.172	2.242
i	42460	-2.121	2.237
i	42472	-2.070	2.231
i	42484	-2.017	2.226
i	42496	-1.965	2.221
i	42508	-1.914	2.214
i	42520	-1.862	2.208
i	42532	-1.810	2.202
i	42544	-1.761	2.199
i	42556	-1.710	2.197
i	42568	-1.659	2.195
i	42580	-1.609	2.193
i	42592	-1.560	2.189
i	42604	-1.507	2.183
i	42616	-1.459	2.182
i	42628	-1.406	2.180
i	42640	-1.358	2.177
i	42652	-1.308	2.173
i	42664	-1.257	2.169
i	42676	-1.207	2.165
i	42688	-1.154	2.156
i	42700	-1.101	2.153
i	42712	-1.054	2.152
i	42724	-1.003	2.149
i	42736	-0.955	2.147
i	42748	-0.906	2.145
i	42760	-0.856	2.143
i	42772	-0.805	2.136
i	42784	-0.755	2.138
i	42796	-0.706	2.136
i	42808	-0.654	2.137
i	42820	-0.601	2.133
i	42832	-0.551	2.134
i	42844	-0.501	2.134
i	42856	-0.450	2.132
i	42868	-0.400	2.133
i	42880	-0.355	2.133
i	42892	-0.307	2.132
i	42904	-0.256	2.132
i	42916	-0.208	2.132
i	42928	-0.159	2.133
i	42940	-0.111	2.133
i	42952	-0.060	2.135
i	42964	-0.011	2.132
i	42976	0.040	2.130
i	42988	0.088	2.129
i	43000	0.136	2.124
i	43012	0.190	2.121
i	43024	0.244	2.123
i	43036	0.295	2.122
i	43048	0.346	2.122
i	43060	0.397	2.121
i	43072	0.449	2.120
i	43084	0.498	2.122
i	43096	0.548	2.122
i	43108	0.598	2.127
i	43120	0.647	2.129
i	43132	0.695	2.130
i	43144	0.750	2.131
i	43156	0.802	2.132
i	43168	0.852	2.131
i	43180	0.906	2.130
i	43192	0.954	2.132
i	43204	1.003	2.132
i	43216	1.051	2.131
i	43228	1.101	2.131
i	43240	1.149	2.130
i	43252	1.198	2.128
i	43264	1.244	2.131
i	43276	1.296	2.131
i	43288	1.350	2.135
i	43300	1.396	2.135
i	43312	1.446	2.139
i	43324	1.495	2.141
i	43336	1.546	2.142
i	43348	1.598	2.142
i	43360	1.649	2.143
i	43372	1.699	2.147
i	43384	1.755	2.147
i	43396	1.805	2.151
i	43408	1.857	2.152
i	43420	1.908	2.153
i	43432	1.955	2.159
i	43444	2.005	2.162
i	43456	2.057	2.168
i	43468	2.108	2.173
i	43480	2.157	2.179
i	43492	2.207	2.181
i	43504	2.257	2.183
i	43516	2.309	2.187
i	43528	2.362	2.192
i	43540	2.412	2.198
i	43552	2.460	2.202
i	43564	2.509	2.206
i	43576	2.560	2.212
i	43588	2.609	2.217
i	43600	2.659	2.223
i	43612	2.712	2.226
i	43624	2.766	2.229
i	43636	2.818	2.230
i	43648	2.867	2.235
i	43660	2.917	2.240
i	43672	2.968	2.247
i	43684	3.021	2.253
i	43696	3.072	2.261
i	43708	3.121	2.266
i	43720	3.169	2.272
i	43732	3.220	2.277
i	43744	3.271	2.284
i	43756	3.324	2.290
i	43768	3.373	2.296
i	43780	3.425	2.303
i	43792	3.477	2.310
i	43804	3.525	2.317
i	43816	3.574	2.320
i	43828	3.624	2.324
i	43840	3.672	2.329
i	43852	3.723	2.334
i	43864	3.775	2.342
i	43876	3.825	2.351
i	43888	3.874	2.360
i	43900	3.920	2.364
i	43912	3.970	2.371
i	43924	4.023	2.378
i	43936	4.076	2.386
i	43948	4.126	2.393
i	43960	4.178	2.401
i	43972	4.229	2.408
i	43984	4.280	2.416
i	43996	4.330	2.422
i	44008	4.380	2.430
i	44020	4.430	2.436
i	44032	4.481	2.445
i	44044	4.535	2.454
i	44056	4.583	2.459
i	44068	4.632	2.466
i	44080	4.682	2.476
i	44092	4.736	2.485
i	44104	4.786	2.494
i	44116	4.837	2.503
i	44128	4.885	2.512
i	44140	4.935	2.520
i	44152	4.988	2.530
i	44164	5.038	2.539
i	44176	5.087	2.549
i	44188	5.135	2.557
i	44200	5.183	2.565
i	44212	5.234	2.574
i	44224	5.285	2.583
i	44236	5.335	2.595
i	44248	5.385	2.608
i	44260	5.434	2.620
i	44272	5.482	2.631
i	44284	5.528	2.643
i	44296	5.575	2.654
i	44308	5.624	2.663
i	44320	5.675	2.672
i	44332	5.725	2.684
i	44344	5.777	2.694
i	44356	5.830	2.705
i	44368	5.883	2.716
i	44380	5.934	2.729
i	44392	5.986	2.741
i	44404	6.036	2.753
i	44416	6.082	2.765
i	44428	6.129	2.775
i	44440	6.178	2.787
i	44452	6.226	2.796
i	44464	6.275	2.810
i	44476	6.322	2.823
i	44488	6.365	2.834
i	44500	6.413	2.845
i	44512	6.462	2.856
i	44524	6.510	2.868
i	44536	6.559	2.879
i	44548	6.608	2.893
i	44560	6.657	2.904
i	44572	6.705	2.917
i	44584	6.751	2.929
i	44596	6.801	2.941
i	44608	6.850	2.955
i	44620	6.899	2.969
i	44632	6.945	2.981
i	44644	6.992	2.993
i	44656	7.039	3.008
i	44668	7.088	3.021
i	44680	7.135	3.033
i	44692	7.181	3.049
i	44704	7.228	3.061
i	44716	7.277	3.076
i	44728	7.326	3.091
i	44740	7.374	3.105
i	44752	7.420	3.118
i	44764	7.467	3.130
i	44776	7.513	3.142
i	44788	7.566	3.156
i	44800	7.614	3.169
i	44812	7.661	3.184
i	44824	7.708	3.201
i	44836	7.752	3.215
i	44848	7.796	3.229
i	44860	7.843	3.245
i	44872	7.890	3.260
i	44884	7.939	3.273
i	44896	7.975	3.286
i	44908	7.655	3.243
i	44920	6.526	3.085
i	44932	5.194	2.919
i	44944	4.077	2.776
i	44956	3.091	2.641
i	44968	2.109	2.505
i	44980	1.126	2.377
i	44992	0.142	2.256
i	45004	-0.844	2.138
i	45016	-1.831	2.027
i	45028	-2.817	1.923
i	45040	-3.802	1.823
i	45052	-4.786	1.732
i	45064	-5.777	1.644
i	45076	-6.766	1.567
i	45088	-7.755	1.497
i	45100	-8.742	1.435
i	45112	-9.732	1.380
i	45124	-10.720	1.328
i	45136	-11.710	1.283
i	45148	-12.701	1.247
i	45160	-13.692	1.218
i	45172	-14.678	1.192
i	45184	-15.664	1.174
i	45196	-16.653	1.164
i	45208	-17.639	1.158
i	45220	-18.625	1.162
i	45232	-19.611	1.174
i	45244	-20.593	1.193
i	45256	-21.575	1.216
i	45268	-22.554	1.246
i	45280	-23.535	1.282
i	45292	-24.515	1.325
i	45304	-25.490	1.375
i	45316	-26.463	1.432
i	45328	-27.435	1.495
i	45340	-28.406	1.565
i	45352	-29.377	1.640
i	45364	-30.345	1.720
i	45376	-31.311	1.806
i	45388	-32.274	1.901
i	45400	-33.235	2.000
i	45412	-34.196	2.103
i	45424	-35.155	2.216
i	45436	-36.111	2.334
i	45448	-37.063	2.458
i	45460	-38.014	2.587
i	45472	-38.964	2.724
i	45484	-39.913	2.868
i	45496	-40.860	3.016
i	45508	-41.806	3.173
i	45520	-42.747	3.333
i	45532	-43.685	3.499
i	45544	-44.624	3.669
i	45556	-45.557	3.846
i	45568	-46.488	4.031
i	45580	-47.418	4.220
i	45592	-48.345	4.414
i	45604	-49.270	4.611
i	45616	-50.194	4.816
i	45628	-51.116	5.026
i	45640	-52.035	5.239
i	45652	-52.949	5.459
i	45664	-53.861	5.685
i	45676	-54.770	5.915
i	45688	-55.677	6.151
i	45700	-56.583	6.392
i	45712	-57.486	6.637
i	45724	-58.385	6.886
i	45736	-59.281	7.141
i	45748	-60.174	7.401
i	45760	-61.066	7.665
i	45772	-61.956	7.929
i	45784	-62.845	8.202
i	45796	-63.730	8.479
i	45808	-64.613	8.759
i	45820	-65.496	9.040
i	45832	-66.374	9.325
i	45844	-67.250	9.617
i	45856	-68.125	9.912
i	45868	-68.998	10.213
i	45880	-69.869	10.516
i	45892	-70.736	10.823
i	45904	-71.604	11.131
i	45916	-72.470	11.443
i	45928	-73.334	11.756
i	45940	-74.194	12.073
i	45952	-75.053	12.395
i	45964	-75.912	12.719
i	45976	-76.771	13.048
i	45988	-77.629	13.377
i	46000	-78.484	13.712
i	46012	-79.338	14.047
i	46024	-80.188	14.383
i	46036	-81.036	14.721
i	46048	-81.885	15.063
i	46060	-82.731	15.408
i	46072	-83.577	15.758
i	46084	-84.420	16.108
i	46096	-85.261	16.459
i	46108	-86.102	16.811
i	46120	-86.945	17.164
i	46132	-87.787	17.519
i	46144	-88.630	17.878
i	46156	-89.469	18.239
i	46168	-90.308	18.600
i	46180	-91.145	18.960
i	46192	-91.982	19.322
i	46204	-92.818	19.684
i	46216	-93.656	20.050
i	46228	-94.492	20.413
i	46240	-95.327	20.781
i	46252	-96.164	21.148
i	46264	-96.999	21.515
i	46276	-97.833	21.881
i	46288	-98.669	22.248
i	46300	-99.504	22.616
i	46312	-100.336	22.982
i	46324	-101.169	23.349
i	46336	-102.005	23.719
i	46348	-102.839	24.086
i	46360	-103.674	24.455
i	46372	-104.506	24.822
i	46384	-105.341	25.191
i	46396	-106.177	25.555
i	46408	-107.012	25.920
i	46420	-107.849	26.282
i	46432	-108.684	26.644
i	46444	-109.523	27.009
i	46456	-110.380	27.399
i	46468	-111.254	27.810
i	46480	-112.104	28.207
i	46492	-112.917	28.587
i	46504	-113.688	28.958
i	46516	-114.432	29.331
i	46528	-115.147	29.705
i	46540	-115.846	30.075
i	46552	-116.545	30.442
i	46564	-117.246	30.812
i	46576	-117.946	31.182
i	46588	-118.643	31.548
i	46600	-119.343	31.918
i	46612	-120.040	32.287
i	46624	-120.744	32.651
i	46636	-121.447	33.015
i	46648	-122.150	33.381
i	46660	-122.856	33.745
i	46672	-123.563	34.105
i	46684	-124.270	34.465
i	46696	-124.980	34.823
i	46708	-125.689	35.177
i	46720	-126.400	35.530
i	46732	-127.113	35.883
i	46744	-127.827	36.232
i	46756	-128.542	36.576
i	46768	-129.258	36.920
i	46780	-129.973	37.264
i	46792	-130.691	37.607
i	46804	-131.412	37.945
i	46816	-132.134	38.276
i	46828	-132.857	38.606
i	46840	-133.582	38.933
