501.398	63.666039	-38.993444	461.495734	-0.098476	0.022386	-1.554958	
537.239	63.694442	-39.317148	464.164378	-0.135009	0.068366	-1.547465	
570.189	63.693807	-38.976488	463.144378	-0.123728	0.012945	-1.553271	
604.204	63.364357	-39.082752	461.382132	-0.114967	0.039129	-1.552102	
638.627	63.945168	-39.184582	464.527550	-0.087747	0.050551	-1.545140	
669.959	64.241880	-39.647468	466.087276	-0.072142	0.034067	-1.539695	
704.827	64.139314	-39.486935	463.267235	-0.086052	0.022093	-1.540283	
736.747	63.331144	-39.790961	457.507141	-0.090318	0.039255	-1.541055	
769.967	62.888232	-39.301535	451.266372	-0.084399	0.036393	-1.544933	
805.708	61.548108	-37.747603	445.734051	-0.103572	0.047226	-1.543944	
836.609	61.181366	-37.615625	438.874901	-0.106120	0.043502	-1.542040	
870.018	59.981827	-37.120300	430.805124	-0.111449	0.058857	-1.551773	
904.949	59.618837	-36.739752	425.035345	-0.085513	0.049053	-1.541216	
936.614	58.849344	-36.365504	418.477645	-0.097304	0.035437	-1.550385	
972.134	58.225798	-35.979231	412.398863	-0.080524	0.041415	-1.540409	
1003.950	57.637218	-35.637292	405.419005	-0.096891	0.040528	-1.542656	
1036.626	56.377234	-35.244735	399.001630	-0.101518	0.046216	-1.545206	
1069.854	56.559261	-35.052903	392.990167	-0.084560	0.048249	-1.540176	
1104.745	55.009093	-34.259754	384.232963	-0.105087	0.022373	-1.552862	
1138.469	54.837789	-34.400311	379.203926	-0.067437	0.052098	-1.540965	
1169.902	54.011467	-33.735499	372.111846	-0.099401	0.053118	-1.552146	
1203.896	53.142743	-33.424164	364.541639	-0.107701	0.047537	-1.549946	
1236.491	52.630781	-33.274340	359.330694	-0.104792	0.045465	-1.552973	
1269.768	51.695138	-32.678652	351.913518	-0.103129	0.055412	-1.542990	
1306.857	51.238818	-32.522761	345.827277	-0.097080	0.041748	-1.548279	
1336.584	50.323738	-31.949249	338.636200	-0.094242	0.056230	-1.541255	
1369.794	49.649109	-31.818858	331.280492	-0.079576	0.047797	-1.542410	
1403.826	48.985790	-31.344033	325.644461	-0.102209	0.028399	-1.552227	
1436.425	48.340198	-30.920214	318.338026	-0.103000	0.043111	-1.552478	
1472.033	47.590168	-30.744374	312.296155	-0.100094	0.035979	-1.554779	
1504.735	47.049015	-30.246066	306.153792	-0.087794	0.042561	-1.543559	
1536.415	47.122144	-29.806457	304.758713	-0.101324	0.042053	-1.549863	
1569.726	46.429503	-29.930990	303.933111	-0.098655	0.052509	-1.544910	
1603.763	46.431956	-30.510159	299.327584	-0.095038	0.032301	-1.549346	
1638.948	45.654573	-29.762208	292.501258	-0.086997	0.055559	-1.541722	
1670.325	44.992747	-28.762556	285.718321	-0.105300	0.037397	-1.552291	
1704.935	44.598643	-29.103198	280.294574	-0.104039	0.038656	-1.550801	
1736.534	43.222415	-28.513327	272.491988	-0.087684	0.061076	-1.541916	
1769.999	43.232843	-28.268325	266.122656	-0.086635	0.051334	-1.542945	
1805.805	41.952379	-27.709411	258.998436	-0.070217	0.041312	-1.542033	
1836.505	41.499636	-27.653726	252.341930	-0.087435	0.050547	-1.541630	
1869.857	40.769025	-27.253221	245.455481	-0.078834	0.053076	-1.542226	
1905.508	40.084279	-26.906090	239.118299	-0.071994	0.042550	-1.543243	
1936.792	39.623409	-26.689274	232.263900	-0.077883	0.036520	-1.542533	
1972.393	38.710292	-26.156027	225.902727	-0.082508	0.054277	-1.542548	
2004.050	38.219098	-26.007936	219.035467	-0.089454	0.052469	-1.542919	
2036.837	37.357852	-25.555674	212.281007	-0.080422	0.048641	-1.542780	
2070.717	36.785523	-25.296695	206.067002	-0.084672	0.050336	-1.543094	
2105.070	34.326239	-24.332998	203.599158	-0.096523	0.047453	-1.541783	
2138.965	32.086380	-24.026020	202.765099	-0.109386	0.046540	-1.536012	
