441.993	-2.335469	7.140358	201.243815	0.021865	0.034269	-1.544059	
483.050	-2.281282	7.139876	201.071100	0.022010	0.025841	-1.544463	
507.293	-2.252633	7.243797	201.094662	0.017102	0.009926	-1.546189	
543.580	-2.264478	7.222344	200.829001	0.016469	0.016987	-1.545065	
578.567	-2.263148	7.205456	200.570792	0.014736	0.022955	-1.544492	
612.172	-2.210568	7.276271	200.654083	0.014851	0.011034	-1.545364	
658.142	-2.249201	7.320272	200.542956	0.004448	0.008505	-1.545144	
675.212	-2.226812	7.284901	200.585994	0.011892	0.008744	-1.544946	
720.287	-2.227351	7.300909	200.359579	0.009783	0.010481	-1.544709	
743.313	-2.244024	7.196413	200.244201	0.018790	0.021439	-1.544982	
776.115	-2.220855	7.273563	200.452502	0.013513	0.011293	-1.544472	
814.311	-2.217609	7.239661	200.294503	0.016948	0.010312	-1.544918	
847.533	-2.214514	7.202967	200.408210	0.021245	0.018308	-1.545225	
875.181	-2.238232	7.308037	200.202516	0.009340	0.012885	-1.544167	
907.171	-2.278883	7.266419	200.360195	0.009879	0.016149	-1.544746	
940.803	-2.277171	7.332941	200.208806	0.004574	0.011703	-1.544273	
980.153	-2.280610	7.311694	200.163137	0.005503	0.013488	-1.544200	
1007.298	-2.284064	7.280107	200.301512	0.008297	0.015786	-1.544447	
1041.578	-2.281516	7.246379	200.239017	0.010784	0.019841	-1.544696	
1074.510	-2.286086	7.290491	200.375386	0.009186	0.015238	-1.544466	
1111.455	-2.291367	7.217921	200.232529	0.011976	0.022392	-1.544862	
1151.741	-2.264035	7.203546	200.286406	0.017410	0.020451	-1.545134	
1176.926	-2.263197	7.170321	200.313575	0.020004	0.024896	-1.545184	
1212.214	-2.301957	7.193213	200.320272	0.017553	0.027155	-1.545299	
1242.570	-2.273303	7.152493	200.375646	0.024595	0.027951	-1.545628	
1273.207	-2.289940	7.152898	200.369417	0.024545	0.030739	-1.545674	
1327.918	-2.277397	7.134288	200.298144	0.026225	0.031338	-1.545432	
1349.082	-2.277733	7.133590	200.295855	0.026229	0.031394	-1.545450	
1382.607	-2.284564	7.140516	200.352881	0.027381	0.031985	-1.545871	
1454.973	-2.287873	7.160032	200.393359	0.024403	0.030216	-1.545537	
1483.934	-2.284404	7.139606	200.291651	0.025209	0.031061	-1.545907	
1527.125	-2.282512	7.147662	200.377101	0.027239	0.031462	-1.545735	
1543.156	-2.270931	7.135771	200.300214	0.026638	0.030971	-1.545202	
1578.501	-2.288176	7.118511	200.305088	0.028297	0.033731	-1.545908	
1609.407	-2.291152	7.111607	200.379890	0.029141	0.034585	-1.545741	
1650.619	-2.287104	7.143322	200.392486	0.027366	0.032174	-1.545638	
1675.307	-2.289463	7.134380	200.246645	0.026772	0.032832	-1.545742	
1707.818	-2.283778	7.163403	200.318106	0.025721	0.030571	-1.545567	
1748.326	-2.286153	7.125677	200.329517	0.028154	0.033208	-1.545772	
1777.371	-2.285602	7.116613	200.339179	0.030865	0.033260	-1.545791	
1858.191	-2.287402	7.150733	200.405041	0.027164	0.030285	-1.545565	
1883.399	-2.286153	7.125677	200.329517	0.028154	0.033208	-1.545772	
1923.203	-2.290417	7.152024	200.309257	0.025982	0.031798	-1.545606	
