554.169	-8.777693	16.448350	127.056956	2.880730	-0.222026	0.019036	
593.755	-8.711846	16.493372	126.484843	2.868910	-0.217806	0.020992	
613.921	-8.609761	16.590837	126.483195	2.881609	-0.219462	0.018974	
652.537	-8.516972	16.691625	126.162742	2.884920	-0.219303	0.017473	
695.642	-8.524463	16.821281	125.827406	2.892101	-0.214671	0.015995	
718.168	-8.582479	16.827774	125.958463	2.901833	-0.215905	0.014300	
748.945	-8.649027	16.791579	126.382644	2.916962	-0.217653	0.011991	
782.931	-8.641144	16.854623	126.145059	2.912699	-0.216234	0.013181	
819.590	-8.696676	16.829596	126.384997	2.916882	-0.215002	0.012500	
850.457	-8.731004	16.836055	126.432974	2.922968	-0.215873	0.012182	
884.837	-8.784508	16.853696	126.463830	2.923396	-0.215341	0.012301	
921.284	-8.816377	16.823435	126.489282	2.927025	-0.215979	0.012063	
952.076	-8.847920	16.859534	126.497307	2.929266	-0.216348	0.011833	
985.922	-8.915748	16.803192	126.444567	2.924019	-0.215149	0.013846	
1013.694	-8.945287	16.813096	126.500023	2.934466	-0.216705	0.012005	
1047.462	-8.916020	16.847512	126.579323	2.936077	-0.215113	0.011705	
1080.937	-8.872654	16.829313	126.409963	2.925852	-0.214790	0.014022	
1117.617	-8.850809	16.804548	126.281210	2.930109	-0.216568	0.013585	
1150.819	-8.788179	16.742635	125.800546	2.910191	-0.234983	0.015543	
1183.151	-8.749820	16.712115	124.463498	2.902912	-0.232869	0.015624	
1216.766	-8.620517	16.851758	123.025914	2.899971	-0.226993	0.015508	
1247.588	-8.645524	16.922222	123.009818	2.913738	-0.227100	0.012719	
1300.715	-8.522175	17.078490	122.606876	2.926663	-0.230357	0.010066	
1362.699	-8.395059	17.202539	121.817003	2.924883	-0.232345	0.010416	
1414.849	-8.227340	17.208315	120.891137	2.922532	-0.229148	0.009201	
1455.479	-8.195814	17.410541	119.954575	2.912718	-0.229257	0.010763	
1484.603	-8.333033	17.374754	119.697686	2.923922	-0.229159	0.009735	
1517.413	-8.278331	17.445503	118.763165	2.917730	-0.228107	0.009546	
1552.227	-8.187671	17.706030	118.224755	2.944140	-0.212232	0.008067	
1582.091	-8.260098	17.573761	117.681806	2.919165	-0.230045	0.010729	
1630.124	-8.273348	17.622705	116.869110	2.922112	-0.233413	0.009396	
1653.652	-8.217000	17.858120	116.247094	2.947147	-0.208152	0.007827	
1687.415	-8.255494	17.855397	115.658235	2.939723	-0.211009	0.010252	
1714.433	-8.359517	17.666865	115.151586	2.924073	-0.229923	0.011071	
1751.397	-8.283845	17.759703	114.400820	2.926428	-0.231629	0.010281	
1782.635	-8.244229	17.995433	113.330688	2.942598	-0.211062	0.010489	
1815.726	-8.353906	17.875344	112.905811	2.930804	-0.228642	0.011557	
1845.487	-8.279115	18.046448	111.762906	2.953761	-0.211552	0.009002	
1918.802	-8.164940	18.009916	110.018501	2.926243	-0.228925	0.011131	
2017.219	-7.913788	18.329637	108.266338	2.946282	-0.230896	0.006494	
2048.100	-7.726503	18.638522	106.971537	2.962746	-0.208722	0.005106	
