581.708	-17.801310	50.581178	261.173913	-0.357361	0.241946	-3.099962	
749.867	-17.880181	50.790615	261.605417	-0.327519	0.266622	-3.095714	
816.240	-17.902284	50.681514	261.121390	-0.336032	0.255120	-3.097876	
862.549	-17.866773	50.568531	260.569821	-0.326392	0.274617	-3.098306	
959.468	-17.812830	50.430736	259.943961	-0.325178	0.286203	-3.098723	
1026.010	-17.848787	50.487051	260.225691	-0.325244	0.279982	-3.099129	
1098.476	-17.882200	50.633694	260.907719	-0.319890	0.275212	-3.097883	
1181.242	-17.850972	50.487622	259.999781	-0.324767	0.286600	-3.098165	
1281.153	-17.880425	50.567799	260.542156	-0.323663	0.277482	-3.098530	
1347.583	-17.871149	50.562969	260.482759	-0.322769	0.279838	-3.098188	
1405.426	-17.868417	50.588115	260.610443	-0.320895	0.279797	-3.097794	
1487.855	-17.866486	50.482711	259.961860	-0.325927	0.285280	-3.098907	
1555.683	-17.843972	50.430008	259.778793	-0.325376	0.288852	-3.099389	
1615.813	-17.871205	50.539744	260.408939	-0.325841	0.276279	-3.098645	
1695.917	-17.883481	50.461350	260.180079	-0.324525	0.281526	-3.097845	
1745.210	-17.820546	50.480258	260.178311	-0.327062	0.282924	-3.099205	
1807.691	-17.884862	50.544804	260.379507	-0.327703	0.274092	-3.097914	
1870.291	-17.865291	50.486044	260.161565	-0.324900	0.283342	-3.098827	
1936.377	-17.850646	50.567801	260.441047	-0.332131	0.269112	-3.098630	
2004.186	-17.866441	50.503275	260.280491	-0.323940	0.277391	-3.097683	
2077.230	-17.841798	50.505523	260.291715	-0.328468	0.278977	-3.099284	
2140.802	-17.873740	50.536886	260.416440	-0.329286	0.280831	-3.098673	
2220.925	-17.868436	50.436339	259.967889	-0.325573	0.279459	-3.098389	
2274.647	-17.866182	50.517131	260.264638	-0.327779	0.272408	-3.097179	
2348.348	-17.931253	50.666476	260.865402	-0.332814	0.270177	-3.098926	
2421.384	-17.956861	50.758813	261.208516	-0.329463	0.254054	-3.096705	
2480.429	-17.920481	50.799476	261.390089	-0.325315	0.262605	-3.094791	
2544.726	-17.935378	50.813245	261.136625	-0.324473	0.257670	-3.096620	
2623.927	-17.896019	50.719010	260.940144	-0.327232	0.271649	-3.096256	
2690.889	-17.948754	50.812755	261.116552	-0.322108	0.265902	-3.096430	
